净值日期,单位净值,日增长率
2020-11-20,5.0122,0.31
2020-11-23,5.0747,1.25
2020-11-24,5.0437,-0.61
2020-11-25,4.9794,-1.27
2020-11-26,4.9877,0.17
2020-11-27,5.0505,1.26
2020-11-30,5.0307,-0.39
2020-12-01,5.1382,2.14
2020-12-02,5.1389,0.01
2020-12-03,5.1292,-0.19
2020-12-04,5.1383,0.18
2020-12-07,5.0947,-0.85
2020-12-08,5.0822,-0.25
2020-12-09,5.0142,-1.34
2020-12-10,5.0128,-0.03
2020-12-11,4.9593,-1.07
2020-12-14,5.0046,0.91
2020-12-15,5.0151,0.21
2020-12-16,5.0239,0.18
2020-12-17,5.0885,1.29
2020-12-18,5.0703,-0.36
2020-12-21,5.1176,0.93
2020-12-22,5.0351,-1.61
2020-12-23,5.0771,0.83
2020-12-24,5.0699,-0.14
2020-12-25,5.1124,0.84
2020-12-28,5.1349,0.44
2020-12-29,5.1136,-0.41
2020-12-30,5.1852,1.4
2020-12-31,5.2842,1.91
2021-01-04,5.3412,1.08
2021-01-05,5.4423,1.89
2021-01-06,5.4917,0.91
2021-01-07,5.5882,1.76
2021-01-08,5.5705,-0.32
2021-01-11,5.5154,-0.99
2021-01-12,5.6716,2.83
2021-01-13,5.6534,-0.32
2021-01-14,5.5454,-1.91
2021-01-15,5.5324,-0.23
2021-01-18,5.5206,1.09
2021-01-19,5.4393,-1.47
2021-01-20,5.4781,0.71
2021-01-21,5.5667,1.62
2021-01-22,5.5711,0.08
2021-01-25,5.6266,1.0
2021-01-26,5.5145,-1.99
2021-01-27,5.5288,0.26
2021-01-28,5.3788,-2.71
2021-01-29,5.3527,-0.49
2021-02-01,5.4186,1.23
2021-02-02,5.5013,1.53
2021-02-03,5.4862,-0.27
2021-02-04,5.4756,-0.19
2021-02-05,5.4852,0.18
2021-02-08,5.5653,1.46
2021-02-09,5.6869,2.18
2021-02-10,5.809,2.15
2021-02-18,5.7686,-0.7
2021-02-19,5.7789,0.18
2021-02-22,5.5985,-3.12
2021-02-23,5.5803,-0.33
2021-02-24,5.4382,-2.55
2021-02-25,5.4705,0.59
2021-02-26,5.3384,-2.41
2021-03-01,5.4191,1.51
2021-03-02,5.3495,-1.28
2021-03-03,5.452,1.92
2021-03-04,5.2814,-3.13
2021-03-05,5.2644,-0.32
2021-03-08,5.0815,-3.47
2021-03-09,4.9731,-2.13
2021-03-10,5.0052,0.65
2021-03-11,5.1285,2.46
2021-03-12,5.1466,0.35
2021-03-15,5.0359,-2.15
2021-03-16,5.0797,0.87
2021-03-17,5.1012,0.42
2021-03-18,5.1416,0.79
2021-03-19,5.0067,-2.62
2021-03-22,5.0573,1.01
2021-03-23,5.0096,-0.94
2021-03-24,4.9302,-1.58
2021-03-25,4.928,-0.04
2021-03-26,5.0394,2.26
2021-03-29,5.0477,0.16
2021-03-30,5.095,0.94
2021-03-31,5.0489,-0.9
2021-04-01,5.1117,1.24
2021-04-02,5.1623,0.99
2021-04-06,5.1409,-0.41
2021-04-07,5.104,-0.72
2021-04-08,5.1129,0.17
2021-04-09,5.0365,-1.49
2021-04-12,4.9493,-1.73
2021-04-13,4.9411,-0.17
2021-04-14,4.9818,0.82
2021-04-15,4.9501,-0.64
2021-04-16,4.9675,0.35
2021-04-19,5.0881,2.43
2021-04-20,5.0847,-0.07
2021-04-21,5.0998,0.3
2021-04-22,5.0939,-0.12
2021-04-23,5.1414,0.93
2021-04-26,5.0839,-1.12
2021-04-27,5.0969,0.26
2021-04-28,5.1254,0.56
2021-04-29,5.171,0.89
2021-04-30,5.1303,-0.79
2021-05-06,5.0679,-1.22
2021-05-07,5.0029,-1.28
2021-05-10,4.9988,-0.08
2021-05-11,5.0297,0.62
2021-05-12,5.0515,0.43
2021-05-13,5.0001,-1.02
2021-05-14,5.1185,2.37
2021-05-17,5.1933,1.46
2021-05-18,5.1953,0.04
2021-05-19,5.1809,-0.28
2021-05-20,5.1955,0.28
2021-05-21,5.1436,-1.0
2021-05-24,5.1647,0.41
2021-05-25,5.3281,3.16
2021-05-26,5.3298,0.03
2021-05-27,5.3473,0.33
2021-05-28,5.3308,-0.31
2021-05-31,5.3416,0.2
2021-06-01,5.3521,0.2
2021-06-02,5.3025,-0.93
2021-06-03,5.2687,-0.64
2021-06-04,5.2977,0.55
2021-06-07,5.2943,-0.06
2021-06-08,5.2488,-0.86
2021-06-09,5.2546,0.11
2021-06-10,5.2908,0.69
2021-06-11,5.2481,-0.81
2021-06-15,5.1892,-1.12
2021-06-16,5.1047,-1.63
2021-06-17,5.1288,0.47
2021-06-18,5.1316,0.05
2021-06-21,5.1189,-0.25
2021-06-22,5.1509,0.63
2021-06-23,5.1775,0.52
2021-06-24,5.1872,0.19
2021-06-25,5.2755,1.7
2021-06-28,5.2869,0.22
2021-06-29,5.2287,-1.1
2021-06-30,5.2646,0.69
2021-07-01,5.2695,0.09
2021-07-02,5.1211,-2.82
2021-07-05,5.1255,0.09
2021-07-06,5.1266,0.02
2021-07-07,5.1864,1.17
2021-07-08,5.1353,-0.99
2021-07-09,5.1209,-0.28
2021-07-12,5.1856,1.26
2021-07-13,5.2012,0.3
2021-07-14,5.1415,-1.15
2021-07-15,5.2111,1.35
2021-07-16,5.1576,-1.03
2021-07-19,5.176,0.36
2021-07-20,5.1719,-0.08
2021-07-21,5.2095,0.73
2021-07-22,5.2179,0.16
2021-07-23,5.1552,-1.2
2021-07-26,4.9893,-3.22
2021-07-27,4.8157,-3.48
2021-07-28,4.8244,0.18
2021-07-29,4.9154,1.89
2021-07-30,4.8776,-0.77
2021-08-02,5.0016,2.54
2021-08-03,5.0022,0.01
2021-08-04,5.0467,0.89
2021-08-05,5.0165,-0.6
2021-08-06,4.9896,-0.54
2021-08-09,5.0543,1.3
2021-08-10,5.1124,1.15
2021-08-11,5.0846,-0.54
2021-08-12,5.042,-0.84
2021-08-13,5.0149,-0.54
2021-08-16,5.0111,-0.08
2021-08-17,4.9064,-2.09
2021-08-18,4.9636,1.17
2021-08-19,4.9315,-0.65
2021-08-20,4.8395,-1.87
2021-08-23,4.9113,1.48
2021-08-24,4.9646,1.09
2021-08-25,4.9746,0.2
2021-08-26,4.8775,-1.95
2021-08-27,4.9032,0.53
2021-08-30,4.8877,-0.32
2021-08-31,4.8807,-0.14
2021-09-01,4.946,1.34
2021-09-02,4.9453,-0.01
2021-09-03,4.9189,-0.53
2021-09-06,5.011,1.87
2021-09-07,5.071,1.2
2021-09-08,5.0499,-0.42
2021-09-09,5.0473,-0.05
2021-09-10,5.0926,0.9
2021-09-13,5.0694,-0.46
2021-09-14,4.9946,-1.48
2021-09-15,4.9438,-1.02
2021-09-16,4.8843,-1.2
2021-09-17,4.9335,1.01
2021-09-22,4.8989,-0.7
2021-09-23,4.9306,0.65
2021-09-24,4.9274,-0.06
2021-09-27,4.9544,0.55
2021-09-28,4.961,0.13
2021-09-29,4.9108,-1.01
2021-09-30,4.9431,0.66
2021-10-08,5.0068,1.29
2021-10-11,5.0131,0.13
2021-10-12,4.9586,-1.09
2021-10-13,5.016,1.16
2021-10-14,4.9892,-0.53
2021-10-15,5.009,0.4
2021-10-18,4.9499,-1.18
2021-10-19,4.9992,1.0
2021-10-20,4.9862,-0.26
2021-10-21,5.0039,0.35
2021-10-22,5.0375,0.67
2021-10-25,5.0594,0.43
2021-10-26,5.0425,-0.33
2021-10-27,4.9761,-1.32
2021-10-28,4.9419,-0.69
2021-10-29,4.9875,0.92
2021-11-01,4.9694,-0.36
2021-11-02,4.9175,-1.04
2021-11-03,4.8992,-0.37
2021-11-04,4.947,0.98
2021-11-05,4.9206,-0.53
2021-11-08,4.9259,0.11
2021-11-09,4.9246,-0.03
2021-11-10,4.8987,-0.53
2021-11-11,4.9775,1.61
2021-11-12,4.9673,-0.2
2021-11-15,4.9615,-0.12
2021-11-16,4.9625,0.02
2021-11-17,4.9652,0.05
2021-11-18,4.9164,-0.98
2021-11-19,4.9695,1.08
2021-11-22,4.9915,0.44
2021-11-23,4.9923,0.02
2021-11-24,4.996,0.07
2021-11-25,4.9758,-0.4
2021-11-26,4.9387,-0.75
2021-11-29,4.9301,-0.17
2021-11-30,4.9103,-0.4
2021-12-01,4.9221,0.24
2021-12-02,4.9346,0.25
2021-12-03,4.9798,0.92
2021-12-06,4.9703,-0.19
2021-12-07,4.9983,0.56
2021-12-08,5.073,1.49
2021-12-09,5.1556,1.63
2021-12-10,5.1308,-0.48
2021-12-13,5.1587,0.54
2021-12-14,5.1247,-0.66
2021-12-15,5.0805,-0.86
2021-12-16,5.1094,0.57
2021-12-17,5.029,-1.57
2021-12-20,4.9551,-1.47
2021-12-21,4.9884,0.67
2021-12-22,4.9901,0.03
2021-12-23,5.0236,0.67
2021-12-24,4.9965,-0.54
2021-12-27,4.9943,-0.04
2021-12-28,5.0312,0.74
2021-12-29,4.9584,-1.45
2021-12-30,4.9965,0.77
2021-12-31,5.0162,0.39
2022-01-04,4.9935,-0.45
2022-01-05,4.9435,-1.0
2022-01-06,4.8932,-1.02
2022-01-07,4.8981,0.1
2022-01-10,4.919,0.43
2022-01-11,4.8724,-0.95
2022-01-12,4.9212,1.0
2022-01-13,4.8413,-1.62
2022-01-14,4.8014,-0.82
2022-01-17,4.8419,0.84
2022-01-18,4.8884,0.96
2022-01-19,4.7802,-0.68
2022-01-20,4.823,0.9
2022-01-21,4.7785,-0.92
2022-01-24,4.7855,0.15
2022-01-25,4.6779,-2.25
2022-01-26,4.7114,0.72
2022-01-27,4.6191,-1.96
2022-01-28,4.5631,-1.21
2022-02-07,4.6322,1.51
2022-02-08,4.6068,-0.55
2022-02-09,4.6496,0.93
2022-02-10,4.6377,-0.26
2022-02-11,4.5994,-0.83
2022-02-14,4.5496,-1.08
2022-02-15,4.5977,1.06
2022-02-16,4.6156,0.39
2022-02-17,4.6269,0.24
2022-02-18,4.6487,0.47
2022-02-21,4.6314,-0.37
2022-02-22,4.5714,-1.3
2022-02-23,4.6202,1.07
2022-02-24,4.5266,-2.03
2022-02-25,4.5709,0.98
2022-02-28,4.5786,0.17
2022-03-01,4.6167,0.83
2022-03-02,4.5757,-0.89
2022-03-03,4.5487,-0.59
2022-03-04,4.4936,-1.21
2022-03-07,4.3498,-3.2
2022-03-08,4.2629,-2.0
2022-03-09,4.223,-0.94
2022-03-10,4.2902,1.59
2022-03-11,4.3041,0.32
2022-03-14,4.1731,-3.04
2022-03-15,3.9824,-4.57
2022-03-16,4.1542,4.31
2022-03-17,4.2348,1.94
2022-03-18,4.2627,0.66
2022-03-21,4.2551,-0.18
2022-03-22,4.2516,-0.08
2022-03-23,4.2733,0.51
2022-03-24,4.2482,-0.59
2022-03-25,4.1718,-1.8
2022-03-28,4.1454,-0.63
2022-03-29,4.1312,-0.34
2022-03-30,4.251,2.9
2022-03-31,4.2196,-0.74
2022-04-01,4.2728,1.26
2022-04-06,4.2596,-0.31
2022-04-07,4.2056,-1.27
2022-04-08,4.2282,0.54
2022-04-11,4.0977,-3.09
2022-04-12,4.1774,1.94
2022-04-13,4.1383,-0.94
2022-04-14,4.1897,1.24
2022-04-15,4.1863,-0.08
2022-04-18,4.1637,-0.54
2022-04-19,4.1323,-0.75
2022-04-20,4.0684,-1.55
2022-04-21,3.9937,-1.84
2022-04-22,4.0112,0.44
2022-04-25,3.8141,-4.91
2022-04-26,3.7831,-0.81
2022-04-27,3.8935,2.92
2022-04-28,3.9192,0.66
2022-04-29,4.015,2.44
2022-05-05,4.0087,-0.16
2022-05-06,3.9075,-2.52
2022-05-09,3.8759,-0.81
2022-05-10,3.9188,1.11
2022-05-11,3.9752,1.44
2022-05-12,3.9573,-0.45
2022-05-13,3.9873,0.76
2022-05-16,3.9553,-0.8
2022-05-17,4.0045,1.24
2022-05-18,3.9907,-0.34
2022-05-19,3.9986,0.2
2022-05-20,4.0765,1.95
2022-05-23,4.0526,-0.59
2022-05-24,3.9587,-2.32
2022-05-25,3.9824,0.6
2022-05-26,3.9954,0.33
2022-05-27,4.0039,0.21
2022-05-30,4.0331,0.73
2022-05-31,4.0957,1.55
2022-06-01,4.0891,-0.16
2022-06-02,4.0982,0.22
2022-06-06,4.1747,1.87
2022-06-07,4.1878,0.31
2022-06-08,4.2294,0.99
2022-06-09,4.1865,-1.01
2022-06-10,4.2491,1.5
2022-06-13,4.1991,-1.18
2022-06-14,4.2316,0.77
2022-06-15,4.2891,1.36
2022-06-16,4.2637,-0.59
2022-06-17,4.3232,1.4
2022-06-20,4.3479,0.57
2022-06-21,4.345,-0.07
2022-06-22,4.291,-1.24
2022-06-23,4.3651,1.73
2022-06-24,4.4173,1.2
2022-06-27,4.4672,1.13
2022-06-28,4.5141,1.05
2022-06-29,4.448,-1.46
2022-06-30,4.5163,1.54
2022-07-01,4.4975,-0.42
2022-07-04,4.5264,0.64
2022-07-05,4.5195,-0.15
2022-07-06,4.4549,-1.43
2022-07-07,4.4756,0.46
2022-07-08,4.4644,-0.25
2022-07-11,4.3917,-1.63
2022-07-12,4.3558,-0.82
2022-07-13,4.364,0.19
2022-07-14,4.3654,0.03
2022-07-15,4.302,-1.45
2022-07-18,4.3457,1.02
2022-07-19,4.3225,-0.53
2022-07-20,4.3371,0.34
2022-07-21,4.2922,-1.04
2022-07-22,4.2943,0.05
2022-07-25,4.2688,-0.59
2022-07-26,4.3027,0.79
2022-07-27,4.2815,-0.49
2022-07-28,4.283,0.04
2022-07-29,4.2278,-1.29
2022-08-01,4.2464,0.44
2022-08-02,4.1642,-1.94
2022-08-03,4.1238,-0.97
2022-08-04,4.1584,0.84
2022-08-05,4.2178,1.43
2022-08-08,4.2091,-0.21
2022-08-09,4.2171,0.19
2022-08-10,4.17,-1.12
2022-08-11,4.2551,2.04
2022-08-12,4.2533,-0.04
2022-08-15,4.2474,-0.14
2022-08-16,4.2394,-0.19
2022-08-17,4.2791,0.94
2022-08-18,4.2419,-0.87
2022-08-19,4.213,-0.68
2022-08-22,4.2436,0.73
2022-08-23,4.2235,-0.47
2022-08-24,4.144,-1.88
2022-08-25,4.1794,0.85
2022-08-26,4.1729,-0.16
2022-08-29,4.1543,-0.45
2022-08-30,4.1405,-0.33
2022-08-31,4.1437,0.08
2022-09-01,4.1084,-0.85
2022-09-02,4.0875,-0.51
2022-09-05,4.079,-0.21
2022-09-06,4.1163,0.91
2022-09-07,4.1192,0.07
2022-09-08,4.1019,-0.42
2022-09-09,4.1587,1.38
2022-09-13,4.176,0.42
2022-09-14,4.1297,-1.11
2022-09-15,4.0912,-0.93
2022-09-16,3.996,-2.33
2022-09-19,3.9916,-0.11
2022-09-20,3.9965,0.12
2022-09-21,3.9675,-0.73
2022-09-22,3.9325,-0.88
2022-09-23,3.9192,-0.34
2022-09-26,3.8994,-0.51
2022-09-27,3.9553,1.43
2022-09-28,3.8919,-1.6
2022-09-29,3.8903,-0.04
2022-09-30,3.8679,-0.58
2022-10-10,3.7833,-2.19
2022-10-11,3.7902,0.18
2022-10-12,3.8466,1.49
2022-10-13,3.8156,-0.81
2022-10-14,3.906,2.37
2022-10-17,3.9101,0.1
2022-10-18,3.9022,-0.2
2022-10-19,3.84,-1.59
2022-10-20,3.8201,-0.52
2022-10-21,3.8079,-0.32
2022-10-24,3.6976,-2.9
2022-10-25,3.6919,-0.15
2022-10-26,3.7203,0.77
2022-10-27,3.695,-0.68
2022-10-28,3.6043,-2.45
2022-10-31,3.5707,-0.93
2022-11-01,3.6968,3.53
2022-11-02,3.7407,1.19
2022-11-03,3.71,-0.82
2022-11-04,3.8299,3.23
2022-11-07,3.8377,0.2
2022-11-08,3.812,-0.67
2022-11-09,3.7769,-0.92
2022-11-10,3.7483,-0.76
2022-11-11,3.8518,2.76
2022-11-14,3.8567,0.13
2022-11-15,3.9279,1.85
2022-11-16,3.8961,-0.81
2022-11-17,3.8795,-0.43
2022-11-18,3.8628,-0.43
2022-11-21,3.8303,-0.84
2022-11-22,3.8307,0.01
2022-11-23,3.8349,0.11
2022-11-24,3.8181,-0.44
2022-11-25,3.8373,0.5
2022-11-28,3.794,-1.13
2022-11-29,3.9099,3.05
2022-11-30,3.9148,0.13
2022-12-01,3.957,1.08
2022-12-02,3.9329,-0.61
2022-12-05,4.009,1.93
2022-12-06,4.0304,0.53
2022-12-07,4.0207,-0.24
2022-12-08,4.0213,0.01
2022-12-09,4.059,0.94
2022-12-12,4.0133,-1.13
2022-12-13,4.0056,-0.19
2022-12-14,4.0175,0.3
2022-12-15,4.0144,-0.08
2022-12-16,4.0169,0.06
2022-12-19,3.9551,-1.54
2022-12-20,3.8902,-1.64
2022-12-21,3.8917,0.04
2022-12-22,3.8972,0.14
2022-12-23,3.8893,-0.2
2022-12-26,3.9046,0.39
2022-12-27,3.9523,1.22
2022-12-28,3.9355,-0.43
2022-12-29,3.9207,-0.38
2022-12-30,3.9359,0.39
2022-12-31,3.9358,0.0
2023-01-03,3.9521,0.41
2023-01-04,3.9572,0.13
2023-01-05,4.0335,1.93
2023-01-06,4.0458,0.3
2023-01-09,4.0782,0.8
2023-01-10,4.0824,0.1
2023-01-11,4.0751,-0.18
2023-01-12,4.0828,0.19
2023-01-13,4.14,1.4
2023-01-16,4.1399,1.54
2023-01-17,4.1389,-0.02
2023-01-18,4.1319,-0.17
2023-01-19,4.1573,0.61
2023-01-20,4.1828,0.61
2023-01-30,4.2019,0.46
2023-01-31,4.1577,-1.05
2023-02-01,4.1962,0.93
2023-02-02,4.1813,-0.36
2023-02-03,4.1415,-0.95
2023-02-06,4.0864,-1.33
2023-02-07,4.0936,0.18
2023-02-08,4.0755,-0.44
2023-02-09,4.13,1.34
2023-02-10,4.1054,-0.6
2023-02-13,4.1422,0.9
2023-02-14,4.1437,0.04
2023-02-15,4.122,-0.52
2023-02-16,4.0919,-0.73
2023-02-17,4.033,-1.44
2023-02-20,4.1313,2.44
2023-02-21,4.1418,0.25
2023-02-22,4.1046,-0.9
2023-02-23,4.1012,-0.08
2023-02-24,4.0587,-1.04
2023-02-27,4.0421,-0.41
2023-02-28,4.0674,0.63
2023-03-01,4.1247,1.41
2023-03-02,4.1155,-0.22
2023-03-03,4.1282,0.31
2023-03-06,4.1065,-0.53
2023-03-07,4.0463,-1.47
2023-03-08,4.0313,-0.37
2023-03-09,4.0173,-0.35
2023-03-10,3.9646,-1.31
2023-03-13,4.0057,1.04
2023-03-14,3.982,-0.59
2023-03-15,3.9842,0.06
2023-03-16,3.9365,-1.2
2023-03-17,3.956,0.5
2023-03-20,3.9363,-0.5
2023-03-21,3.9794,1.09
2023-03-22,3.9962,0.42
2023-03-23,4.0358,0.99
2023-03-24,4.024,-0.29
2023-03-27,4.0093,-0.37
2023-03-28,3.9963,-0.32
2023-03-29,4.003,0.17
2023-03-30,4.0353,0.81
2023-03-31,4.0478,0.31
2023-04-03,4.0874,0.98
2023-04-04,4.0996,0.3
2023-04-06,4.0934,-0.15
2023-04-07,4.1199,0.65
2023-04-10,4.1012,-0.45
2023-04-11,4.0964,-0.12
2023-04-12,4.0937,-0.07
2023-04-13,4.0654,-0.69
2023-04-14,4.0886,0.57
2023-04-17,4.1455,1.39
2023-04-18,4.1581,0.3
2023-04-19,4.1207,-0.9
2023-04-20,4.1092,-0.28
2023-04-21,4.0291,-1.95
2023-04-24,3.9786,-1.25
2023-04-25,3.9586,-0.5
2023-04-26,3.9562,-0.06
2023-04-27,3.9855,0.74
2023-04-28,4.0258,1.01
2023-05-04,4.0267,0.02
2023-05-05,4.0131,-0.34
2023-05-08,4.0584,1.13
2023-05-09,4.024,-0.85
2023-05-10,3.9931,-0.77
2023-05-11,3.987,-0.15
2023-05-12,3.9346,-1.31
2023-05-15,3.9954,1.55
2023-05-16,3.9753,-0.5
2023-05-17,3.9573,-0.45
2023-05-18,3.9535,-0.1
2023-05-19,3.943,-0.27
2023-05-22,3.9676,0.62
2023-05-23,3.912,-1.4
2023-05-24,3.8581,-1.38
2023-05-25,3.8495,-0.22
2023-05-26,3.8509,0.04
2023-05-29,3.8343,-0.43
2023-05-30,3.8381,0.1
2023-05-31,3.8011,-0.96
2023-06-01,3.8122,0.29
2023-06-02,3.8673,1.45
2023-06-05,3.8495,-0.46
2023-06-06,3.814,-0.92
2023-06-07,3.7962,-0.47
2023-06-08,3.8271,0.81
2023-06-09,3.8452,0.47
2023-06-12,3.8533,0.21
2023-06-13,3.8753,0.57
2023-06-14,3.8795,0.11
2023-06-15,3.9421,1.61
2023-06-16,3.9809,0.98
2023-06-19,3.9523,-0.72
2023-06-20,3.9466,-0.14
2023-06-21,3.8898,-1.44
2023-06-26,3.8363,-1.38
2023-06-27,3.8738,0.98
2023-06-28,3.8725,-0.03
2023-06-29,3.8547,-0.46
2023-06-30,3.8804,0.67
2023-07-03,3.9313,1.31
2023-07-04,3.9374,0.16
2023-07-05,3.9088,-0.73
2023-07-06,3.8836,-0.64
2023-07-07,3.8672,-0.42
2023-07-10,3.8857,0.48
2023-07-11,3.9114,0.66
2023-07-12,3.8899,-0.55
2023-07-13,3.9518,1.59
2023-07-14,3.9539,0.05
2023-07-17,3.9268,-0.69
2023-07-18,3.9171,-0.25
2023-07-19,3.9139,-0.08
2023-07-20,3.8868,-0.69
2023-07-21,3.8878,0.03
2023-07-24,3.8708,-0.44
2023-07-25,3.9822,2.88
2023-07-26,3.9745,-0.19
2023-07-27,3.9697,-0.12
2023-07-28,4.0629,2.35
2023-07-31,4.0849,0.54
2023-08-01,4.0679,-0.42
2023-08-02,4.0396,-0.7
2023-08-03,4.075,0.88
2023-08-04,4.0911,0.4
2023-08-07,4.06,-0.76
2023-08-08,4.0494,-0.26
2023-08-09,4.0382,-0.28
2023-08-10,4.0468,0.21
2023-08-11,3.9557,-2.25
2023-08-14,3.9268,-0.73
2023-08-15,3.9172,-0.24
2023-08-16,3.8887,-0.73
2023-08-17,3.9014,0.33
2023-08-18,3.8539,-1.22
2023-08-21,3.7987,-1.43
2023-08-22,3.8278,0.77
2023-08-23,3.7655,-1.63
2023-08-24,3.7925,0.72
2023-08-25,3.7807,-0.31
2023-08-28,3.8252,1.18
2023-08-29,3.863,0.99
2023-08-30,3.861,-0.05
2023-08-31,3.8376,-0.61
2023-09-01,3.8645,0.7
2023-09-04,3.9228,1.51
2023-09-05,3.8937,-0.74
2023-09-06,3.8852,-0.22
2023-09-07,3.8309,-1.4
2023-09-08,3.8121,-0.49
2023-09-11,3.8401,0.73
2023-09-12,3.833,-0.18
2023-09-13,3.8086,-0.64
2023-09-14,3.8054,-0.08
2023-09-15,3.7806,-0.65
2023-09-18,3.7998,0.51
2023-09-19,3.7925,-0.19
2023-09-20,3.778,-0.38
2023-09-21,3.7442,-0.89
2023-09-22,3.8116,1.8
2023-09-25,3.7867,-0.65
2023-09-26,3.7647,-0.58
2023-09-27,3.7724,0.2
2023-09-28,3.7612,-0.3
2023-10-09,3.7555,-0.15
2023-10-10,3.7274,-0.75
2023-10-11,3.7378,0.28
2023-10-12,3.7732,0.95
2023-10-13,3.7336,-1.05
2023-10-16,3.6963,-1.0
2023-10-17,3.7091,0.35
2023-10-18,3.6798,-0.79
2023-10-19,3.6014,-2.13
2023-10-20,3.5779,-0.65
2023-10-23,3.5406,-1.04
2023-10-24,3.5537,0.37
2023-10-25,3.5735,0.56
2023-10-26,3.5833,0.27
2023-10-27,3.6327,1.38
2023-10-30,3.6541,0.59
2023-10-31,3.6426,-0.31
2023-11-01,3.6411,-0.04
2023-11-02,3.624,-0.47
2023-11-03,3.6543,0.84
2023-11-06,3.7031,1.34
2023-11-07,3.6901,-0.35
2023-11-08,3.6811,-0.24
2023-11-09,3.6829,0.05
2023-11-10,3.656,-0.73
2023-11-13,3.6486,-0.2
2023-11-14,3.6511,0.07
2023-11-15,3.6767,0.7
2023-11-16,3.6413,-0.96
2023-11-17,3.6368,-0.12
2023-11-20,3.6451,0.23
2023-11-21,3.65,0.13
2023-11-22,3.613,-1.01
2023-11-23,3.6304,0.48
2023-11-24,3.6063,-0.66
2023-11-27,3.5796,-0.74
2023-11-28,3.5862,0.18
2023-11-29,3.5556,-0.85
2023-11-30,3.5636,0.22
2023-12-01,3.55,-0.38
2023-12-04,3.5266,-0.66
2023-12-05,3.4594,-1.91
2023-12-06,3.4647,0.15
2023-12-07,3.4564,-0.24
2023-12-08,3.4668,0.3
2023-12-11,3.4865,0.57
2023-12-12,3.4942,0.22
2023-12-13,3.4359,-1.67
2023-12-14,3.4179,-0.52
2023-12-15,3.4073,-0.31
2023-12-18,3.3947,-0.37
2023-12-19,3.3994,0.14
2023-12-20,3.3654,-1.0
2023-12-21,3.3993,1.01
2023-12-22,3.4057,0.19
2023-12-25,3.4161,0.31
2023-12-26,3.393,-0.68
2023-12-27,3.4047,0.34
2023-12-28,3.4842,2.34
2023-12-29,3.501,0.48
2023-12-31,3.5009,0.0
