净值日期,单位净值,日增长率
2012-05-04,1.007,0.0
2012-05-11,2.637,-2.8606
2012-05-18,2.574,-2.3891
2012-05-21,2.588,0.5439
2012-05-25,2.574,-0.541
2012-05-28,2.615,1.5929
2012-05-29,2.652,1.4149
2012-05-30,2.643,-0.3394
2012-05-31,2.635,-0.3027
2012-06-01,2.636,0.038
2012-06-04,2.563,-2.7693
2012-06-05,2.563,0.0
2012-06-06,2.562,-0.039
2012-06-07,2.55,-0.4684
2012-06-08,2.533,-0.6667
2012-06-11,2.568,1.3818
2012-06-12,2.551,-0.662
2012-06-13,2.592,1.6072
2012-06-14,2.574,-0.6944
2012-06-15,2.583,0.3497
2012-06-18,2.596,0.5033
2012-06-19,2.574,-0.8475
2012-06-20,2.57,-0.1554
2012-06-21,2.531,-1.5175
2012-06-25,2.478,-2.094
2012-06-26,2.481,0.1211
2012-06-27,2.473,-0.3225
2012-06-28,2.452,-0.8492
2012-06-29,2.487,1.4274
2012-06-30,2.487,0.0
2012-07-02,2.492,0.201
2012-07-03,2.495,0.1204
2012-07-04,2.492,-0.1202
2012-07-05,2.46,-1.2841
2012-07-06,2.503,1.748
2012-07-09,2.447,-2.2373
2012-07-10,2.438,-0.3678
2012-07-11,2.457,0.7793
2012-07-12,2.481,0.9768
2012-07-13,2.483,0.0806
2012-07-16,2.433,-2.0137
2012-07-17,2.447,0.5754
2012-07-18,2.447,0.0
2012-07-19,2.458,0.4495
2012-07-20,2.432,-1.0578
2012-07-23,2.399,-1.3569
2012-07-24,2.409,0.4168
2012-07-25,2.393,-0.6642
2012-07-26,2.381,-0.5015
2012-07-27,2.383,0.084
2012-07-30,2.37,-0.5455
2012-07-31,2.367,-0.1266
2012-08-01,2.393,1.0984
2012-08-02,2.37,-0.9611
2012-08-03,2.39,0.8439
2012-08-06,2.422,1.3389
2012-08-07,2.425,0.1239
2012-08-08,2.427,0.0825
2012-08-09,2.449,0.9065
2012-08-10,2.437,-0.49
2012-08-13,2.389,-1.9696
2012-08-14,2.395,0.2512
2012-08-15,2.369,-1.0856
2012-08-16,2.357,-0.5065
2012-08-17,2.351,-0.2546
2012-08-20,2.339,-0.5104
2012-08-21,2.351,0.513
2012-08-22,2.333,-0.7656
2012-08-23,2.339,0.2572
2012-08-24,2.312,-1.1543
2012-08-27,2.264,-2.0761
2012-08-28,2.274,0.4417
2012-08-29,2.251,-1.0114
2012-08-30,2.247,-0.1777
2012-08-31,2.24,-0.3115
2012-09-03,2.265,1.1161
2012-09-04,2.241,-1.0596
2012-09-05,2.236,-0.2231
2012-09-06,2.255,0.8497
2012-09-07,2.355,4.4346
2012-09-10,2.364,0.3822
2012-09-11,2.349,-0.6345
2012-09-12,2.358,0.3831
2012-09-13,2.336,-0.933
2012-09-14,2.353,0.7277
2012-09-17,2.296,-2.4224
2012-09-18,2.272,-1.0453
2012-09-19,2.283,0.4842
2012-09-20,2.232,-2.2339
2012-09-21,2.235,0.1344
2012-09-24,2.252,0.7606
2012-09-25,2.246,-0.2664
2012-09-26,2.221,-1.1131
2012-09-27,2.288,3.0167
2012-09-28,2.33,1.8357
2012-09-30,2.33,0.0
2012-10-08,2.306,-1.03
2012-10-09,2.357,2.2116
2012-10-10,2.361,0.1697
2012-10-11,2.339,-0.9318
2012-10-12,2.341,0.0855
2012-10-15,2.331,-0.4272
2012-10-16,2.334,0.1287
2012-10-17,2.337,0.1285
2012-10-18,2.373,1.5404
2012-10-19,2.369,-0.1686
2012-10-22,2.378,0.3799
2012-10-23,2.348,-1.2616
2012-10-24,2.344,-0.1704
2012-10-25,2.327,-0.7253
2012-10-26,2.283,-1.8908
2012-10-29,2.271,-0.5256
2012-10-30,2.275,0.1761
2012-10-31,2.29,0.6593
2012-11-01,2.334,1.9214
2012-11-02,2.343,0.3856
2012-11-05,2.338,-0.2134
2012-11-06,2.328,-0.4277
2012-11-07,2.323,-0.2148
2012-11-08,2.281,-1.808
2012-11-09,2.276,-0.2192
2012-11-12,2.287,0.4833
2012-11-13,2.247,-1.749
2012-11-14,2.258,0.4895
2012-11-15,2.228,-1.3286
2012-11-16,2.212,-0.7181
2012-11-19,2.209,-0.1356
2012-11-20,2.199,-0.4527
2012-11-21,2.229,1.3643
2012-11-22,2.212,-0.7627
2012-11-23,2.227,0.6781
2012-11-26,2.209,-0.8083
2012-11-27,2.184,-1.1317
2012-11-28,2.162,-1.0073
2012-11-29,2.149,-0.6013
2012-11-30,2.173,1.1168
2012-12-03,2.142,-1.4266
2012-12-04,2.165,1.0738
2012-12-05,2.242,3.5566
2012-12-06,2.238,-0.1784
2012-12-07,2.281,1.9214
2012-12-10,2.306,1.096
2012-12-11,2.293,-0.5637
2012-12-12,2.302,0.3925
2012-12-13,2.277,-1.086
2012-12-14,2.391,5.0066
2012-12-17,2.402,0.4601
2012-12-18,2.371,0.0833
2012-12-19,2.374,0.1265
2012-12-20,2.387,0.5476
2012-12-21,2.374,-0.5446
2012-12-24,2.383,0.3791
2012-12-25,2.45,2.8116
2012-12-26,2.46,0.4082
2012-12-27,2.447,-0.5285
2012-12-28,2.482,1.4303
2012-12-31,2.525,1.7325
2013-01-04,2.527,0.0792
2013-01-07,2.5381,0.4393
2013-01-08,2.5276,-0.4137
2013-01-09,2.5283,0.0277
2013-01-10,2.5328,0.178
2013-01-11,2.4856,-1.8636
2013-01-14,2.5797,3.7858
2013-01-15,2.5977,0.6978
2013-01-16,2.5791,-0.716
2013-01-17,2.5547,-0.9461
2013-01-18,2.5974,1.6714
2013-01-21,2.6128,0.5929
2013-01-22,2.5989,-0.532
2013-01-23,2.6096,0.4117
2013-01-24,2.5847,-0.9542
2013-01-25,2.5737,-0.4256
2013-01-28,2.6533,3.0928
2013-01-29,2.6767,0.8819
2013-01-30,2.6892,0.467
2013-01-31,2.6873,-0.0707
2013-02-01,2.7429,2.069
2013-02-04,2.7469,0.1458
2013-02-05,2.7706,0.8628
2013-02-06,2.7747,0.148
2013-02-07,2.7585,-0.5838
2013-02-08,2.7705,0.435
2013-02-18,2.7362,-1.238
2013-02-19,2.6846,-1.8858
2013-02-20,2.7016,0.6332
2013-02-21,2.61,-3.3906
2013-02-22,2.5959,-0.5402
2013-02-25,2.6041,0.3159
2013-02-26,2.5669,-1.4285
2013-02-27,2.5938,1.048
2013-02-28,2.6718,3.0072
2013-03-01,2.6669,-0.1834
2013-03-04,2.5441,-4.6046
2013-03-05,2.6204,2.9991
2013-03-06,2.6479,1.0495
2013-03-07,2.6175,-1.1481
2013-03-08,2.6053,-0.4661
2013-03-11,2.5908,-0.5566
2013-03-12,2.554,-1.4204
2013-03-13,2.5259,-1.1002
2013-03-14,2.5325,0.2613
2013-03-15,2.538,0.2172
2013-03-18,2.5009,-1.4618
2013-03-19,2.5233,0.8957
2013-03-20,2.6075,3.3369
2013-03-21,2.6125,0.1918
2013-03-22,2.6158,0.1263
2013-03-25,2.6107,-0.195
2013-03-26,2.5729,-1.4479
2013-03-27,2.5813,0.3265
2013-03-28,2.4979,-3.2309
2013-03-29,2.4942,-0.1481
2013-04-01,2.4926,-0.0641
2013-04-02,2.4865,-0.2447
2013-04-03,2.4844,-0.0845
2013-04-08,2.4736,-0.4347
2013-04-09,2.4905,0.6832
2013-04-10,2.4866,-0.1566
2013-04-11,2.4793,-0.2936
2013-04-12,2.4639,-0.6211
2013-04-15,2.4385,-1.0309
2013-04-16,2.4609,0.9186
2013-04-17,2.4598,-0.0447
2013-04-18,2.466,0.2521
2013-04-19,2.5347,2.7859
2013-04-22,2.5315,-0.1262
2013-04-23,2.4505,-3.1997
2013-04-24,2.4963,1.869
2013-04-25,2.4687,-1.1056
2013-04-26,2.4482,-0.8304
2013-05-02,2.4502,0.0817
2013-05-03,2.4938,1.7794
2013-05-06,2.5267,1.3193
2013-05-07,2.5308,0.1623
2013-05-08,2.5438,0.5137
2013-05-09,2.5289,-0.5857
2013-05-10,2.542,0.518
2013-05-13,2.5319,-0.3973
2013-05-14,2.4947,-1.4693
2013-05-15,2.5084,0.5492
2013-05-16,2.555,1.8578
2013-05-17,2.5943,1.5382
2013-05-20,2.6125,0.7015
2013-05-21,2.6178,0.2029
2013-05-22,2.6213,0.1337
2013-05-23,2.587,-1.3085
2013-05-24,2.6016,0.5644
2013-05-27,2.6037,0.0807
2013-05-28,2.6484,1.7168
2013-05-29,2.6466,-0.068
2013-05-30,2.6384,-0.3098
2013-05-31,2.6111,-1.0347
2013-06-03,2.6107,-0.0153
2013-06-04,2.5743,-1.3943
2013-06-05,2.5701,-0.1632
2013-06-06,2.5387,-1.2217
2013-06-07,2.4978,-1.6111
2013-06-13,2.4181,-3.1908
2013-06-14,2.4353,0.7113
2013-06-17,2.4226,-0.5215
2013-06-18,2.4388,0.6687
2013-06-19,2.4219,-0.693
2013-06-20,2.3429,-3.2619
2013-06-21,2.3403,-0.111
2013-06-24,2.1935,-6.2727
2013-06-25,2.1883,-0.2371
2013-06-26,2.1937,0.2468
2013-06-27,2.1878,-0.269
2013-06-28,2.2299,1.9243
2013-06-30,2.2298,-0.0045
2013-07-01,2.2434,0.6099
2013-07-02,2.2521,0.3878
2013-07-03,2.2362,-0.706
2013-07-04,2.2554,0.8586
2013-07-05,2.2614,0.266
2013-07-08,2.1999,-2.7196
2013-07-09,2.1992,-0.0318
2013-07-10,2.2613,2.8238
2013-07-11,2.3688,4.7539
2013-07-12,2.317,-2.1868
2013-07-15,2.3489,1.3768
2013-07-16,2.3596,0.4555
2013-07-17,2.325,-1.4664
2013-07-18,2.2877,-1.6043
2013-07-19,2.2323,-2.4216
2013-07-22,2.2464,0.6316
2013-07-23,2.3109,2.8713
2013-07-24,2.2951,-0.6837
2013-07-25,2.2842,-0.4749
2013-07-26,2.2706,-0.5954
2013-07-29,2.2219,-2.1448
2013-07-30,2.2354,0.6076
2013-07-31,2.2396,0.1879
2013-08-01,2.2927,2.371
2013-08-02,2.2947,0.0872
2013-08-05,2.3263,1.3771
2013-08-06,2.3419,0.6706
2013-08-07,2.3287,-0.5636
2013-08-08,2.3258,-0.1245
2013-08-09,2.3354,0.4128
2013-08-12,2.4032,2.9031
2013-08-13,2.4096,0.2663
2013-08-14,2.3996,-0.415
2013-08-15,2.3719,-1.1544
2013-08-16,2.3542,-0.7462
2013-08-19,2.3825,1.2021
2013-08-20,2.3633,-0.8059
2013-08-21,2.3593,-0.1693
2013-08-22,2.355,-0.1823
2013-08-23,2.3379,-0.7261
2013-08-26,2.3871,2.1045
2013-08-27,2.3924,0.222
2013-08-28,2.3795,-0.5392
2013-08-29,2.3693,-0.4287
2013-08-30,2.3645,-0.2026
2013-09-02,2.371,0.2749
2013-09-03,2.4057,1.4635
2013-09-04,2.4018,-0.1621
2013-09-05,2.3927,-0.3789
2013-09-06,2.4091,0.6854
2013-09-09,2.4932,3.4909
2013-09-10,2.53,1.476
2013-09-11,2.5379,0.3123
2013-09-12,2.5629,0.9851
2013-09-13,2.5436,-0.7531
2013-09-16,2.5327,-0.4285
2013-09-17,2.4819,-2.0058
2013-09-18,2.4872,0.2135
2013-09-23,2.5277,1.6283
2013-09-24,2.4986,-1.1512
2013-09-25,2.4836,-0.6003
2013-09-26,2.438,-1.836
2013-09-27,2.4488,0.443
2013-09-30,2.4631,0.584
2013-10-08,2.4962,1.3438
2013-10-09,2.5081,0.4767
2013-10-10,2.4837,-0.9728
2013-10-11,2.5236,1.6065
2013-10-14,2.5277,0.1625
2013-10-15,2.5225,-0.2057
2013-10-16,2.4753,-1.8712
2013-10-17,2.4669,-0.3394
2013-10-18,2.4798,0.5229
2013-10-21,2.5259,1.859
2013-10-22,2.5,-1.0254
2013-10-23,2.4721,-1.116
2013-10-24,2.4537,-0.7443
2013-10-25,2.4212,-1.3245
2013-10-28,2.4186,-0.1074
2013-10-29,2.4247,0.2522
2013-10-30,2.4608,1.4888
2013-10-31,2.4261,-1.4101
2013-11-01,2.4374,0.4658
2013-11-04,2.4328,-0.1887
2013-11-05,2.4362,0.1398
2013-11-06,2.4054,-1.2643
2013-11-07,2.392,-0.5571
2013-11-08,2.3587,-1.3921
2013-11-11,2.3667,0.3392
2013-11-12,2.3912,1.0352
2013-11-13,2.3382,-2.2165
2013-11-14,2.3548,0.7099
2013-11-15,2.4018,1.9959
2013-11-18,2.4811,3.3017
2013-11-19,2.464,-0.6892
2013-11-20,2.4769,0.5235
2013-11-21,2.4618,-0.6096
2013-11-22,2.4494,-0.5037
2013-11-25,2.4397,-0.396
2013-11-26,2.4384,-0.0533
2013-11-27,2.4658,1.1237
2013-11-28,2.4915,1.0423
2013-11-29,2.4908,-0.0281
2013-12-02,2.4698,-0.8431
2013-12-03,2.4943,0.992
2013-12-04,2.5273,1.323
2013-12-05,2.52,-0.2888
2013-12-06,2.5038,-0.6429
2013-12-09,2.5023,-0.0599
2013-12-10,2.505,0.1079
2013-12-11,2.4638,-1.6447
2013-12-12,2.4606,-0.1299
2013-12-13,2.4581,-0.1016
2013-12-16,2.418,-1.6313
2013-12-17,2.4061,-0.4921
2013-12-18,2.4069,0.0332
2013-12-19,2.3816,-1.0511
2013-12-20,2.326,-2.3346
2013-12-23,2.3325,0.2794
2013-12-24,2.3361,0.1543
2013-12-25,2.3533,0.7363
2013-12-26,2.3126,-1.7295
2013-12-27,2.3516,1.6864
2013-12-30,2.3474,-0.1786
2013-12-31,2.3786,1.3291
2014-01-02,2.3703,-0.3489
2014-01-03,2.3383,-1.35
2014-01-06,2.2847,-2.2923
2014-01-07,2.284,-0.0306
2014-01-08,2.288,0.1751
2014-01-09,2.2678,-0.8829
2014-01-10,2.2498,-0.7937
2014-01-13,2.2382,-0.5156
2014-01-14,2.2578,0.8757
2014-01-15,2.2538,-0.1772
2014-01-16,2.2568,0.1331
2014-01-17,2.2228,-1.5066
2014-01-20,2.2099,-0.5803
2014-01-21,2.1836,0.9819
2014-01-22,2.2398,2.5737
2014-01-23,2.2279,-0.5313
2014-01-24,2.2415,0.6104
2014-01-27,2.2119,-1.3205
2014-01-28,2.2156,0.1673
2014-01-29,2.2235,0.3566
2014-01-30,2.1984,-1.1289
2014-02-07,2.2081,0.4412
2014-02-10,2.263,2.4863
2014-02-11,2.2808,0.7866
2014-02-12,2.2865,0.2499
2014-02-13,2.2748,-0.5117
2014-02-14,2.2907,0.699
2014-02-17,2.3067,0.6985
2014-02-18,2.2777,-1.2572
2014-02-19,2.3038,1.1459
2014-02-20,2.2827,-0.9159
2014-02-21,2.2598,-1.0032
2014-02-24,2.2102,-2.1949
2014-02-25,2.1537,-2.5563
2014-02-26,2.159,0.2461
2014-02-27,2.1497,-0.4308
2014-02-28,2.174,1.1304
2014-03-03,2.1855,0.529
2014-03-04,2.1792,-0.2883
2014-03-05,2.159,-0.9269
2014-03-06,2.1685,0.44
2014-03-07,2.1632,-0.2444
2014-03-10,2.0928,-3.2544
2014-03-11,2.1036,0.5161
2014-03-12,2.1091,0.2615
2014-03-13,2.1353,1.2422
2014-03-14,2.1178,-0.8196
2014-03-17,2.1378,0.9444
2014-03-18,2.133,-0.2245
2014-03-19,2.1157,-0.8111
2014-03-20,2.0819,-1.5976
2014-03-21,2.1533,3.4296
2014-03-24,2.1706,0.8034
2014-03-25,2.1685,-0.0967
2014-03-26,2.165,-0.1614
2014-03-27,2.1498,-0.7021
2014-03-28,2.146,-0.1768
2014-03-31,2.1403,-0.2656
2014-04-01,2.157,0.7803
2014-04-02,2.1746,0.8159
2014-04-03,2.1589,-0.722
2014-04-04,2.179,0.931
2014-04-08,2.2305,2.3635
2014-04-09,2.2319,0.0628
2014-04-10,2.2665,1.5502
2014-04-11,2.2636,-0.128
2014-04-14,2.2615,-0.0928
2014-04-15,2.2227,-1.7157
2014-04-16,2.2257,0.135
2014-04-17,2.2179,-0.3505
2014-04-18,2.2175,-0.018
2014-04-21,2.1804,-1.6731
2014-04-22,2.1899,0.4357
2014-04-23,2.1878,-0.0959
2014-04-24,2.1841,-0.1691
2014-04-25,2.1615,-1.0348
2014-04-28,2.1286,-1.5221
2014-04-29,2.1517,1.0852
2014-04-30,2.1524,0.0325
2014-05-05,2.1501,-0.1069
2014-05-06,2.151,0.0419
2014-05-07,2.1311,-0.9252
2014-05-08,2.1313,0.0094
2014-05-09,2.1295,-0.0845
2014-05-12,2.1754,2.1554
2014-05-13,2.1703,-0.2344
2014-05-14,2.1681,-0.1014
2014-05-15,2.1401,-1.2915
2014-05-16,2.1423,0.1028
2014-05-19,2.1118,-1.4237
2014-05-20,2.1124,0.0284
2014-05-21,2.1326,0.9563
2014-05-22,2.1282,-0.2063
2014-05-23,2.1463,0.8505
2014-05-26,2.1542,0.3681
2014-05-27,2.1457,-0.3946
2014-05-28,2.1679,1.0346
2014-05-29,2.1539,-0.6458
2014-05-30,2.1553,0.065
2014-06-03,2.1491,-0.2877
2014-06-04,2.1277,-0.9958
2014-06-05,2.1504,1.0669
2014-06-06,2.1364,-0.651
2014-06-09,2.1356,-0.0374
2014-06-10,2.1625,1.2596
2014-06-11,2.162,-0.0231
2014-06-12,2.1552,-0.3145
2014-06-13,2.1786,1.0857
2014-06-16,2.1946,0.7344
2014-06-17,2.1744,-0.9204
2014-06-18,2.1661,-0.3817
2014-06-19,2.1334,-1.5096
2014-06-20,2.1453,0.5578
2014-06-23,2.1437,-0.0746
2014-06-24,2.1576,0.6484
2014-06-25,2.148,-0.4449
2014-06-26,2.1643,0.7588
2014-06-27,2.167,0.1248
2014-06-30,2.1821,0.6968
2014-07-01,2.1822,0.0046
2014-07-02,2.1889,0.307
2014-07-03,2.2002,0.5162
2014-07-04,2.1993,-0.0409
2014-07-07,2.1971,-0.1
2014-07-08,2.2012,0.1866
2014-07-09,2.1701,-1.4129
2014-07-10,2.1666,-0.1613
2014-07-11,2.1786,0.5539
2014-07-14,2.2038,1.1567
2014-07-15,2.2073,0.1588
2014-07-16,2.2039,-0.154
2014-07-17,2.1922,-0.5309
2014-07-18,2.2029,0.4881
2014-07-21,2.2051,0.0999
2014-07-22,2.2319,1.2154
2014-07-23,2.2372,0.2375
2014-07-24,2.2768,1.7701
2014-07-25,2.3012,1.0717
2014-07-28,2.365,2.7725
2014-07-29,2.3728,0.3298
2014-07-30,2.3647,-0.3414
2014-07-31,2.3933,1.2095
2014-08-01,2.3723,-0.8774
2014-08-04,2.4186,1.9517
2014-08-05,2.4122,-0.2646
2014-08-06,2.4059,-0.2612
2014-08-07,2.3698,-1.5005
2014-08-08,2.3742,0.1857
2014-08-11,2.4085,1.4447
2014-08-12,2.4001,-0.3488
2014-08-13,2.402,0.0792
2014-08-14,2.3789,-0.9617
2014-08-15,2.4042,1.0635
2014-08-18,2.418,0.574
2014-08-19,2.4183,0.0124
2014-08-20,2.4096,-0.3598
2014-08-21,2.3975,-0.5022
2014-08-22,2.4085,0.4588
2014-08-25,2.3857,-0.9466
2014-08-26,2.3666,-0.8006
2014-08-27,2.3703,0.1563
2014-08-28,2.3538,-0.6961
2014-08-29,2.3813,1.1683
2014-09-01,2.3984,0.7181
2014-09-02,2.4297,1.305
2014-09-03,2.4522,0.926
2014-09-04,2.4697,0.7136
2014-09-05,2.4929,0.9394
2014-09-09,2.4884,-0.1805
2014-09-10,2.4756,-0.5144
2014-09-11,2.4665,-0.3676
2014-09-12,2.4821,0.6325
2014-09-15,2.4809,-0.0483
2014-09-16,2.4319,-1.9751
2014-09-17,2.4445,0.5181
2014-09-18,2.4519,0.3027
2014-09-19,2.4686,0.6811
2014-09-22,2.4216,-1.9039
2014-09-23,2.4423,0.8548
2014-09-24,2.4851,1.7524
2014-09-25,2.4797,-0.2173
2014-09-26,2.48,0.0121
2014-09-29,2.4903,0.4153
2014-09-30,2.4931,0.1124
2014-10-08,2.5204,1.095
2014-10-09,2.5237,0.1309
2014-10-10,2.508,-0.6221
2014-10-13,2.4958,-0.4864
2014-10-14,2.4869,-0.3566
2014-10-15,2.504,0.6876
2014-10-16,2.4845,-0.7788
2014-10-17,2.4818,-0.1087
2014-10-20,2.4949,0.5278
2014-10-21,2.4731,-0.8738
2014-10-22,2.4583,-0.5984
2014-10-23,2.4354,-0.9315
2014-10-24,2.4299,-0.2258
2014-10-27,2.4079,-0.9054
2014-10-28,2.456,1.9976
2014-10-29,2.4907,1.4129
2014-10-30,2.5078,0.6866
2014-10-31,2.5467,1.5512
2014-11-03,2.5508,0.161
2014-11-04,2.5512,0.0157
2014-11-05,2.5412,-0.392
2014-11-06,2.5437,0.0984
2014-11-07,2.5395,-0.1651
2014-11-10,2.6026,2.4847
2014-11-11,2.5954,-0.2766
2014-11-12,2.6311,1.3755
2014-11-13,2.6161,-0.5701
2014-11-14,2.6174,0.0497
2014-11-17,2.603,-0.5502
2014-11-18,2.577,-0.9988
2014-11-19,2.5727,-0.1669
2014-11-20,2.5726,-0.0039
2014-11-21,2.6201,1.8464
2014-11-24,2.6865,2.5343
2014-11-25,2.7227,1.3475
2014-11-26,2.7589,1.3296
2014-11-27,2.7892,1.0983
2014-11-28,2.8414,1.8715
2014-12-01,2.8504,0.3167
2014-12-02,2.9538,3.6276
2014-12-03,2.9977,1.4862
2014-12-04,3.1337,4.5368
2014-12-05,3.1522,0.5904
2014-12-08,3.2795,4.0384
2014-12-09,3.1336,-4.4488
2014-12-10,3.2512,3.7529
2014-12-11,3.2158,-1.0888
2014-12-12,3.2274,0.3607
2014-12-15,3.2492,0.6755
2014-12-16,3.3345,2.6253
2014-12-17,3.3932,1.7604
2014-12-18,3.3811,-0.3566
2014-12-19,3.4197,1.1416
2014-12-22,3.4316,0.348
2014-12-23,3.3591,-2.1127
2014-12-24,3.2636,-2.843
2014-12-25,3.37,3.2602
2014-12-26,3.4801,3.2671
2014-12-29,3.4907,0.3046
2014-12-30,3.4933,0.0745
2014-12-31,3.5693,2.1756
2015-01-05,3.6782,3.051
2015-01-06,3.6757,-0.068
2015-01-07,3.6741,-0.0435
2015-01-08,3.5884,-2.3325
2015-01-09,3.5749,-0.3762
2015-01-12,3.5417,-0.9287
2015-01-13,3.5418,0.0028
2015-01-14,3.5292,-0.3558
2015-01-15,3.6299,2.8533
2015-01-16,3.6601,0.832
2015-01-19,3.3787,-7.6883
2015-01-20,3.3857,1.2431
2015-01-21,3.5369,4.4658
2015-01-22,3.5556,0.5287
2015-01-23,3.5602,0.1294
2015-01-26,3.5944,0.9606
2015-01-27,3.5616,-0.9125
2015-01-28,3.5123,-1.3842
2015-01-29,3.469,-1.2328
2015-01-30,3.424,-1.2972
2015-02-02,3.3457,-2.2868
2015-02-03,3.428,2.4599
2015-02-04,3.3918,-1.056
2015-02-05,3.3569,-1.029
2015-02-06,3.3028,-1.6116
2015-02-09,3.3359,1.0022
2015-02-10,3.3965,1.8166
2015-02-11,3.4237,0.8008
2015-02-12,3.4324,0.2541
2015-02-13,3.459,0.775
2015-02-16,3.4891,0.8702
2015-02-17,3.5119,0.6535
2015-02-25,3.4683,-1.2415
2015-02-26,3.5551,2.5027
2015-02-27,3.5614,0.1772
2015-03-02,3.5895,0.789
2015-03-03,3.4967,-2.5853
2015-03-04,3.5193,0.6463
2015-03-05,3.4849,-0.9775
2015-03-06,3.467,-0.5136
2015-03-09,3.5261,1.7046
2015-03-10,3.5087,-0.4935
2015-03-11,3.5122,0.0998
2015-03-12,3.5793,1.9105
2015-03-13,3.604,0.6901
2015-03-16,3.6909,2.4112
2015-03-17,3.7411,1.3601
2015-03-18,3.8277,2.3148
2015-03-19,3.8217,-0.1568
2015-03-20,3.8727,1.3345
2015-03-23,3.9509,2.0193
2015-03-24,3.9527,0.0456
2015-03-25,3.9213,-0.7944
2015-03-26,3.9307,0.2397
2015-03-27,3.9517,0.5343
2015-03-30,4.0656,2.8823
2015-03-31,4.0277,-0.9322
2015-04-01,4.0997,1.7876
2015-04-02,4.1012,0.0366
2015-04-03,4.1469,1.1143
2015-04-07,4.2347,2.1172
2015-04-08,4.2709,0.8548
2015-04-09,4.2399,-0.7258
2015-04-10,4.3205,1.901
2015-04-13,4.3969,1.7683
2015-04-14,4.415,0.4117
2015-04-15,4.3605,-1.2344
2015-04-16,4.4912,2.9974
2015-04-17,4.5728,1.8169
2015-04-20,4.5,-1.592
2015-04-21,4.5958,2.1289
2015-04-22,4.7144,2.5806
2015-04-23,4.7163,0.0403
2015-04-24,4.6801,-0.7676
2015-04-27,4.7839,2.2179
2015-04-28,4.7215,-1.3044
2015-04-29,4.7519,0.6439
2015-04-30,4.7309,-0.4419
2015-05-04,4.7671,0.7652
2015-05-05,4.5773,-3.9815
2015-05-06,4.5348,-0.9285
2015-05-07,4.4524,-1.8171
2015-05-08,4.5399,1.9652
2015-05-11,4.6689,2.8415
2015-05-12,4.7237,1.1737
2015-05-13,4.6958,-0.5906
2015-05-14,4.6793,-0.3514
2015-05-15,4.5984,-1.7289
2015-05-18,4.554,-0.9656
2015-05-19,4.7077,3.3751
2015-05-20,4.7353,0.5863
2015-05-21,4.8182,1.7507
2015-05-22,4.9274,2.2664
2015-05-25,5.0723,2.9407
2015-05-26,5.1697,1.9202
2015-05-27,5.1539,-0.3056
2015-05-28,4.8104,-6.6649
2015-05-29,4.8155,0.106
2015-06-01,5.0472,4.8115
2015-06-02,5.1304,1.6484
2015-06-03,5.1174,-0.2534
2015-06-04,5.1536,0.7074
2015-06-05,5.2036,0.9702
2015-06-08,5.3221,2.2773
2015-06-09,5.2861,-0.6764
2015-06-10,5.2757,-0.1967
2015-06-11,5.2712,-0.0853
2015-06-12,5.2968,0.4857
2015-06-15,5.1895,-2.0258
2015-06-16,5.041,-2.8615
2015-06-17,5.1135,1.4382
2015-06-18,4.911,-3.9601
2015-06-19,4.6294,-5.7341
2015-06-23,4.7801,3.2553
2015-06-24,4.8726,1.9351
2015-06-25,4.7026,-3.4889
2015-06-26,4.342,-7.6681
2015-06-29,4.1992,-3.2888
2015-06-30,4.4784,6.6489
2015-07-01,4.2614,-4.8455
2015-07-02,4.1177,-3.3721
2015-07-03,3.9067,-5.1242
2015-07-06,4.0198,2.895
2015-07-07,3.952,-1.6867
2015-07-08,3.6878,-6.6852
2015-07-09,3.9241,6.4076
2015-07-10,4.1351,5.377
2015-07-13,4.2397,2.5296
2015-07-14,4.1406,-2.3374
2015-07-15,3.9966,-3.4778
2015-07-16,4.0279,0.7832
2015-07-17,4.1857,3.9177
2015-07-20,4.1957,0.2389
2015-07-21,4.2032,0.1788
2015-07-22,4.1961,-0.1689
2015-07-23,4.2899,2.2354
2015-07-24,4.2159,-1.725
2015-07-27,3.8588,-8.4703
2015-07-28,3.8514,-0.1918
2015-07-29,3.9714,3.1158
2015-07-30,3.8561,-2.9033
2015-07-31,3.8579,0.0467
2015-08-03,3.8696,0.3033
2015-08-04,3.9889,3.083
2015-08-05,3.9073,-2.0457
2015-08-06,3.8723,-0.8958
2015-08-07,3.9479,1.9523
2015-08-10,4.1254,4.4961
2015-08-11,4.1071,-0.4436
2015-08-12,4.0563,-1.2369
2015-08-13,4.1148,1.4422
2015-08-14,4.113,-0.0437
2015-08-17,4.1163,0.0802
2015-08-18,3.8646,-6.1147
2015-08-19,3.9254,1.5733
2015-08-20,3.8004,-3.1844
2015-08-21,3.6283,-4.5285
2015-08-24,3.3135,-8.6762
2015-08-25,3.0809,-7.0198
2015-08-26,3.0637,-0.5583
2015-08-27,3.2446,5.9046
2015-08-28,3.3821,4.2378
2015-08-31,3.4079,0.7628
2015-09-01,3.4035,-0.1291
2015-09-02,3.408,0.1322
2015-09-07,3.2924,-3.392
2015-09-08,3.3761,2.5422
2015-09-09,3.4422,1.9579
2015-09-10,3.3995,-1.2405
2015-09-11,3.3885,-0.3236
2015-09-14,3.3212,-1.9861
2015-09-15,3.1921,-3.8871
2015-09-16,3.3506,4.9654
2015-09-17,3.2785,-2.1519
2015-09-18,3.2942,0.4789
2015-09-21,3.3527,1.7758
